name,iso,id,country,admin_level,category,range_type,range,population,school_age_population,school_age_population_share,school_age_population_interval,school_age_population_interval_share,population_share,population_interval,population_interval_share
Brass,,59680162B87797979497124,NGA,ADM2,education,DISTANCE,20000,870,452,0.4,0,0.0,0.4,0,0.0
Brass,,59680162B87797979497124,NGA,ADM2,education,DISTANCE,25000,870,452,0.4,0,0.0,0.4,0,0.0
Brass,,59680162B87797979497124,NGA,ADM2,education,DISTANCE,30000,932,484,0.43,32,0.03,0.43,62,0.03
Brass,,59680162B87797979497124,NGA,ADM2,education,DISTANCE,35000,932,484,0.43,0,0.0,0.43,0,0.0
Brass,,59680162B87797979497124,NGA,ADM2,education,DISTANCE,40000,939,488,0.44,4,0.0,0.44,7,0.0
Brass,,59680162B87797979497124,NGA,ADM2,education,DISTANCE,45000,1142,595,0.53,107,0.1,0.53,203,0.09
Brass,,59680162B87797979497124,NGA,ADM2,education,DISTANCE,50000,1143,595,0.53,0,0.0,0.53,1,0.0
Mobbar,,59680162B87872962443621,NGA,ADM2,education,DISTANCE,5000,0,0,0.0,0,0.0,0.0,0,0.0
Mobbar,,59680162B87872962443621,NGA,ADM2,education,DISTANCE,10000,0,0,0.0,0,0.0,0.0,0,0.0
Mobbar,,59680162B87872962443621,NGA,ADM2,education,DISTANCE,15000,0,0,0.0,0,0.0,0.0,0,0.0
Mobbar,,59680162B87872962443621,NGA,ADM2,education,DISTANCE,20000,0,0,0.0,0,0.0,0.0,0,0.0
Mobbar,,59680162B87872962443621,NGA,ADM2,education,DISTANCE,25000,0,0,0.0,0,0.0,0.0,0,0.0
Mobbar,,59680162B87872962443621,NGA,ADM2,education,DISTANCE,30000,0,0,0.0,0,0.0,0.0,0,0.0
Mobbar,,59680162B87872962443621,NGA,ADM2,education,DISTANCE,35000,0,0,0.0,0,0.0,0.0,0,0.0
Mobbar,,59680162B87872962443621,NGA,ADM2,education,DISTANCE,40000,0,0,0.0,0,0.0,0.0,0,0.0
Mobbar,,59680162B87872962443621,NGA,ADM2,education,DISTANCE,45000,0,0,0.0,0,0.0,0.0,0,0.0
Mobbar,,59680162B87872962443621,NGA,ADM2,education,DISTANCE,50000,0,0,0.0,0,0.0,0.0,0,0.0
Okigwe,,59680162B88090020431393,NGA,ADM2,education,DISTANCE,5000,86816,43961,37.26,43961,37.26,37.27,86816,37.27
Okigwe,,59680162B88090020431393,NGA,ADM2,education,DISTANCE,10000,177088,89662,75.99,45701,38.73,76.03,90272,38.76
Okigwe,,59680162B88090020431393,NGA,ADM2,education,DISTANCE,15000,218749,110793,93.9,21131,17.91,93.91,41661,17.89
Okigwe,,59680162B88090020431393,NGA,ADM2,education,DISTANCE,20000,227705,115349,97.76,4556,3.86,97.76,8956,3.85
Okigwe,,59680162B88090020431393,NGA,ADM2,education,DISTANCE,25000,228106,115552,97.93,203,0.17,97.93,401,0.17
Okigwe,,59680162B88090020431393,NGA,ADM2,education,DISTANCE,30000,229006,116007,98.32,455,0.39,98.32,900,0.39
Okigwe,,59680162B88090020431393,NGA,ADM2,education,DISTANCE,35000,232924,117992,100.0,1985,1.68,100.0,3918,1.68
Okigwe,,59680162B88090020431393,NGA,ADM2,education,DISTANCE,40000,232924,117992,100.0,0,0.0,100.0,0,0.0
Okigwe,,59680162B88090020431393,NGA,ADM2,education,DISTANCE,45000,232924,117992,100.0,0,0.0,100.0,0,0.0
Okigwe,,59680162B88090020431393,NGA,ADM2,education,DISTANCE,50000,232924,117992,100.0,0,0.0,100.0,0,0.0
Rano,,59680162B88243538379460,NGA,ADM2,education,DISTANCE,5000,5623,3496,2.12,3496,2.12,2.11,5623,2.11
Rano,,59680162B88243538379460,NGA,ADM2,education,DISTANCE,10000,6328,3933,2.38,437,0.26,2.38,705,0.27
Rano,,59680162B88243538379460,NGA,ADM2,education,DISTANCE,15000,7051,4381,2.65,448,0.27,2.65,723,0.27
Rano,,59680162B88243538379460,NGA,ADM2,education,DISTANCE,20000,11366,7063,4.28,2682,1.62,4.27,4315,1.62
Rano,,59680162B88243538379460,NGA,ADM2,education,DISTANCE,25000,22713,14117,8.55,7054,4.27,8.54,11347,4.27
Rano,,59680162B88243538379460,NGA,ADM2,education,DISTANCE,30000,100324,62360,37.78,48243,29.23,37.72,77611,29.18
Rano,,59680162B88243538379460,NGA,ADM2,education,DISTANCE,35000,163250,101441,61.45,39081,23.67,61.37,62926,23.66
Rano,,59680162B88243538379460,NGA,ADM2,education,DISTANCE,40000,181013,112427,68.11,10986,6.66,68.05,17763,6.68
Rano,,59680162B88243538379460,NGA,ADM2,education,DISTANCE,45000,197201,122393,74.14,9966,6.04,74.14,16188,6.09
Rano,,59680162B88243538379460,NGA,ADM2,education,DISTANCE,50000,198144,122979,74.5,586,0.35,74.49,943,0.35
Omumma,,59680162B88302028338466,NGA,ADM2,education,DISTANCE,15000,34119,17409,31.97,17409,31.97,31.97,34119,31.97
Omumma,,59680162B88302028338466,NGA,ADM2,education,DISTANCE,20000,76603,39081,71.77,21672,39.8,71.77,42484,39.8
Omumma,,59680162B88302028338466,NGA,ADM2,education,DISTANCE,25000,83589,42651,78.32,3570,6.56,78.32,6986,6.55
Omumma,,59680162B88302028338466,NGA,ADM2,education,DISTANCE,30000,88864,45342,83.27,2691,4.94,83.26,5275,4.94
Omumma,,59680162B88302028338466,NGA,ADM2,education,DISTANCE,35000,95901,48931,89.86,3589,6.59,89.85,7037,6.59
Omumma,,59680162B88302028338466,NGA,ADM2,education,DISTANCE,40000,102959,52530,96.46,3599,6.61,96.46,7058,6.61
Omumma,,59680162B88302028338466,NGA,ADM2,education,DISTANCE,45000,106734,54455,100.0,1925,3.54,100.0,3775,3.54
Omumma,,59680162B88302028338466,NGA,ADM2,education,DISTANCE,50000,106734,54455,100.0,0,0.0,100.0,0,0.0
Tsanyawa,,59680162B88365177272018,NGA,ADM2,education,DISTANCE,10000,121,76,0.05,76,0.05,0.05,121,0.05
Tsanyawa,,59680162B88365177272018,NGA,ADM2,education,DISTANCE,15000,9819,6140,3.85,6064,3.8,3.84,9698,3.79
Tsanyawa,,59680162B88365177272018,NGA,ADM2,education,DISTANCE,20000,28028,17530,10.99,11390,7.14,10.96,18209,7.12
Tsanyawa,,59680162B88365177272018,NGA,ADM2,education,DISTANCE,25000,55114,34484,21.62,16954,10.63,21.54,27086,10.59
Tsanyawa,,59680162B88365177272018,NGA,ADM2,education,DISTANCE,30000,99611,62245,39.02,27761,17.4,38.94,44497,17.39
Tsanyawa,,59680162B88365177272018,NGA,ADM2,education,DISTANCE,35000,142551,89089,55.84,26844,16.83,55.72,42940,16.78
Tsanyawa,,59680162B88365177272018,NGA,ADM2,education,DISTANCE,40000,164266,102618,64.32,13529,8.48,64.21,21715,8.49
Tsanyawa,,59680162B88365177272018,NGA,ADM2,education,DISTANCE,45000,169933,106153,66.54,3535,2.22,66.43,5667,2.22
Tsanyawa,,59680162B88365177272018,NGA,ADM2,education,DISTANCE,50000,175108,109362,68.55,3209,2.01,68.45,5175,2.02
Konduga,,59680162B88504568355174,NGA,ADM2,education,DISTANCE,5000,8455,4773,7.06,4773,7.06,7.18,8455,7.18
Konduga,,59680162B88504568355174,NGA,ADM2,education,DISTANCE,10000,33257,18934,27.99,14161,20.94,28.24,24802,21.06
Konduga,,59680162B88504568355174,NGA,ADM2,education,DISTANCE,15000,52897,30196,44.64,11262,16.65,44.91,19640,16.67
Konduga,,59680162B88504568355174,NGA,ADM2,education,DISTANCE,20000,63513,36313,53.68,6117,9.04,53.92,10616,9.01
Konduga,,59680162B88504568355174,NGA,ADM2,education,DISTANCE,25000,73714,42206,62.4,5893,8.71,62.58,10201,8.66
Konduga,,59680162B88504568355174,NGA,ADM2,education,DISTANCE,30000,81506,46658,68.98,4452,6.58,69.2,7792,6.62
Konduga,,59680162B88504568355174,NGA,ADM2,education,DISTANCE,35000,89846,51409,76.0,4751,7.02,76.28,8340,7.08
Konduga,,59680162B88504568355174,NGA,ADM2,education,DISTANCE,40000,97386,55759,82.43,4350,6.43,82.68,7540,6.4
Konduga,,59680162B88504568355174,NGA,ADM2,education,DISTANCE,45000,101606,58222,86.08,2463,3.64,86.27,4220,3.58
Konduga,,59680162B88504568355174,NGA,ADM2,education,DISTANCE,50000,106921,61319,90.65,3097,4.58,90.78,5315,4.51
Owo,,59680162B88663407419721,NGA,ADM2,education,DISTANCE,20000,0,0,0.0,0,0.0,0.0,0,0.0
Owo,,59680162B88663407419721,NGA,ADM2,education,DISTANCE,25000,16589,8690,4.91,8690,4.91,4.85,16589,4.85
Owo,,59680162B88663407419721,NGA,ADM2,education,DISTANCE,30000,35452,18426,10.42,9736,5.51,10.36,18863,5.51
Owo,,59680162B88663407419721,NGA,ADM2,education,DISTANCE,35000,110470,57105,32.3,38679,21.88,32.28,75018,21.92
Owo,,59680162B88663407419721,NGA,ADM2,education,DISTANCE,40000,249954,129030,72.98,71925,40.68,73.03,139484,40.75
Owo,,59680162B88663407419721,NGA,ADM2,education,DISTANCE,45000,285886,147585,83.47,18555,10.49,83.52,35932,10.5
Owo,,59680162B88663407419721,NGA,ADM2,education,DISTANCE,50000,316517,163431,92.43,15846,8.96,92.47,30631,8.95
Ogbomosho North,,59680162B8886032648131,NGA,ADM2,education,DISTANCE,5000,197099,97123,72.57,97123,72.57,73.04,197099,73.04
Ogbomosho North,,59680162B8886032648131,NGA,ADM2,education,DISTANCE,10000,267070,132388,98.92,35265,26.35,98.97,69971,25.93
Ogbomosho North,,59680162B8886032648131,NGA,ADM2,education,DISTANCE,15000,269827,133817,99.99,1429,1.07,99.99,2757,1.02
Ogbomosho North,,59680162B8886032648131,NGA,ADM2,education,DISTANCE,20000,269857,133832,100.0,15,0.01,100.0,30,0.01
Ogbomosho North,,59680162B8886032648131,NGA,ADM2,education,DISTANCE,25000,269857,133832,100.0,0,0.0,100.0,0,0.0
Ogbomosho North,,59680162B8886032648131,NGA,ADM2,education,DISTANCE,30000,269857,133832,100.0,0,0.0,100.0,0,0.0
Ogbomosho North,,59680162B8886032648131,NGA,ADM2,education,DISTANCE,35000,269857,133832,100.0,0,0.0,100.0,0,0.0
Ogbomosho North,,59680162B8886032648131,NGA,ADM2,education,DISTANCE,40000,269857,133832,100.0,0,0.0,100.0,0,0.0
Ogbomosho North,,59680162B8886032648131,NGA,ADM2,education,DISTANCE,45000,269857,133832,100.0,0,0.0,100.0,0,0.0
Ogbomosho North,,59680162B8886032648131,NGA,ADM2,education,DISTANCE,50000,269857,133832,100.0,0,0.0,100.0,0,0.0
Kusada,,59680162B88881037507986,NGA,ADM2,education,DISTANCE,5000,77,47,0.05,47,0.05,0.05,77,0.05
Kusada,,59680162B88881037507986,NGA,ADM2,education,DISTANCE,10000,4175,2606,2.95,2559,2.9,2.98,4098,2.92
Kusada,,59680162B88881037507986,NGA,ADM2,education,DISTANCE,15000,9284,5835,6.61,3229,3.66,6.62,5109,3.64
Kusada,,59680162B88881037507986,NGA,ADM2,education,DISTANCE,20000,13729,8646,9.8,2811,3.19,9.79,4445,3.17
Kusada,,59680162B88881037507986,NGA,ADM2,education,DISTANCE,25000,35118,22128,25.08,13482,15.28,25.05,21389,15.26
Kusada,,59680162B88881037507986,NGA,ADM2,education,DISTANCE,30000,48069,30270,34.3,8142,9.23,34.29,12951,9.24
Kusada,,59680162B88881037507986,NGA,ADM2,education,DISTANCE,35000,86922,54772,62.07,24502,27.77,62.0,38853,27.71
Kusada,,59680162B88881037507986,NGA,ADM2,education,DISTANCE,40000,88174,55564,62.97,792,0.9,62.89,1252,0.89
Kusada,,59680162B88881037507986,NGA,ADM2,education,DISTANCE,45000,88174,55564,62.97,0,0.0,62.89,0,0.0
Kusada,,59680162B88881037507986,NGA,ADM2,education,DISTANCE,50000,88174,55564,62.97,0,0.0,62.89,0,0.0
Jos North,,59680162B88998270560680,NGA,ADM2,education,DISTANCE,5000,337549,187341,88.66,187341,88.66,88.79,337549,88.79
Jos North,,59680162B88998270560680,NGA,ADM2,education,DISTANCE,10000,366375,203557,96.34,16216,7.67,96.37,28826,7.58
Jos North,,59680162B88998270560680,NGA,ADM2,education,DISTANCE,15000,370678,205964,97.48,2407,1.14,97.5,4303,1.13
Jos North,,59680162B88998270560680,NGA,ADM2,education,DISTANCE,20000,376754,209338,99.07,3374,1.6,99.1,6076,1.6
Jos North,,59680162B88998270560680,NGA,ADM2,education,DISTANCE,25000,377729,209892,99.34,554,0.26,99.35,975,0.26
Jos North,,59680162B88998270560680,NGA,ADM2,education,DISTANCE,30000,377730,209893,99.34,1,0.0,99.35,1,0.0
Jos North,,59680162B88998270560680,NGA,ADM2,education,DISTANCE,35000,378073,210082,99.43,189,0.09,99.44,343,0.09
Jos North,,59680162B88998270560680,NGA,ADM2,education,DISTANCE,40000,380135,211266,99.99,1184,0.56,99.99,2062,0.54
Jos North,,59680162B88998270560680,NGA,ADM2,education,DISTANCE,45000,380135,211266,99.99,0,0.0,99.99,0,0.0
Jos North,,59680162B88998270560680,NGA,ADM2,education,DISTANCE,50000,380135,211266,99.99,0,0.0,99.99,0,0.0
Lavun,,59680162B89203090045374,NGA,ADM2,education,DISTANCE,25000,9339,5661,4.66,5661,4.66,4.67,9339,4.67
Lavun,,59680162B89203090045374,NGA,ADM2,education,DISTANCE,30000,26551,16095,13.25,10434,8.59,13.27,17212,8.6
Lavun,,59680162B89203090045374,NGA,ADM2,education,DISTANCE,35000,41833,25361,20.88,9266,7.63,20.91,15282,7.64
Lavun,,59680162B89203090045374,NGA,ADM2,education,DISTANCE,40000,57264,34717,28.58,9356,7.7,28.63,15431,7.71
Lavun,,59680162B89203090045374,NGA,ADM2,education,DISTANCE,45000,67010,40628,33.45,5911,4.87,33.5,9746,4.87
Lavun,,59680162B89203090045374,NGA,ADM2,education,DISTANCE,50000,81305,49302,40.59,8674,7.14,40.64,14295,7.15
Isoko South,,59680162B89324456878264,NGA,ADM2,education,DISTANCE,10000,11136,5799,2.96,5799,2.96,2.96,11136,2.96
Isoko South,,59680162B89324456878264,NGA,ADM2,education,DISTANCE,15000,103261,53714,27.46,47915,24.49,27.45,92125,24.49
Isoko South,,59680162B89324456878264,NGA,ADM2,education,DISTANCE,20000,198304,103148,52.72,49434,25.27,52.71,95043,25.26
Isoko South,,59680162B89324456878264,NGA,ADM2,education,DISTANCE,25000,280568,145917,74.59,42769,21.86,74.57,82264,21.86
Isoko South,,59680162B89324456878264,NGA,ADM2,education,DISTANCE,30000,347728,180824,92.43,34907,17.84,92.42,67160,17.85
Isoko South,,59680162B89324456878264,NGA,ADM2,education,DISTANCE,35000,349766,181884,92.97,1060,0.54,92.96,2038,0.54
Isoko South,,59680162B89324456878264,NGA,ADM2,education,DISTANCE,40000,358858,186604,95.38,4720,2.41,95.38,9092,2.42
Isoko South,,59680162B89324456878264,NGA,ADM2,education,DISTANCE,45000,359211,186787,95.48,183,0.09,95.47,353,0.09
Isoko South,,59680162B89324456878264,NGA,ADM2,education,DISTANCE,50000,359528,186952,95.56,165,0.08,95.56,317,0.08
Esit Eket,,59680162B89342314449475,NGA,ADM2,education,DISTANCE,50000,62,31,0.06,31,0.06,0.06,62,0.06
Abadam,,59680162B89355923746110,NGA,ADM2,education,DISTANCE,5000,1386,797,0.92,797,0.92,0.92,1386,0.92
Abadam,,59680162B89355923746110,NGA,ADM2,education,DISTANCE,10000,24594,14146,16.33,13349,15.41,16.34,23208,15.42
Abadam,,59680162B89355923746110,NGA,ADM2,education,DISTANCE,15000,47568,27361,31.58,13215,15.25,31.6,22974,15.26
Abadam,,59680162B89355923746110,NGA,ADM2,education,DISTANCE,20000,51522,29635,34.2,2274,2.62,34.23,3954,2.63
Abadam,,59680162B89355923746110,NGA,ADM2,education,DISTANCE,25000,54339,31255,36.07,1620,1.87,36.1,2817,1.87
Abadam,,59680162B89355923746110,NGA,ADM2,education,DISTANCE,30000,56922,32741,37.79,1486,1.72,37.82,2583,1.72
Abadam,,59680162B89355923746110,NGA,ADM2,education,DISTANCE,35000,63114,36303,41.9,3562,4.11,41.93,6192,4.11
Abadam,,59680162B89355923746110,NGA,ADM2,education,DISTANCE,40000,69382,39908,46.06,3605,4.16,46.1,6268,4.16
Abadam,,59680162B89355923746110,NGA,ADM2,education,DISTANCE,45000,78609,45215,52.19,5307,6.13,52.23,9227,6.13
Abadam,,59680162B89355923746110,NGA,ADM2,education,DISTANCE,50000,85761,49329,56.93,4114,4.75,56.98,7152,4.75
Southern Ijaw,,59680162B89388744582495,NGA,ADM2,education,DISTANCE,5000,23249,12181,5.02,12181,5.02,5.02,23249,5.02
Southern Ijaw,,59680162B89388744582495,NGA,ADM2,education,DISTANCE,10000,24547,12862,5.3,681,0.28,5.3,1298,0.28
Southern Ijaw,,59680162B89388744582495,NGA,ADM2,education,DISTANCE,15000,52776,27652,11.38,14790,6.09,11.39,28229,6.09
Southern Ijaw,,59680162B89388744582495,NGA,ADM2,education,DISTANCE,20000,65565,34353,14.14,6701,2.76,14.14,12789,2.76
Southern Ijaw,,59680162B89388744582495,NGA,ADM2,education,DISTANCE,25000,69379,36351,14.97,1998,0.82,14.97,3814,0.82
Southern Ijaw,,59680162B89388744582495,NGA,ADM2,education,DISTANCE,30000,71070,37237,15.33,886,0.36,15.33,1691,0.36
Southern Ijaw,,59680162B89388744582495,NGA,ADM2,education,DISTANCE,35000,77621,40669,16.74,3432,1.41,16.75,6551,1.41
Southern Ijaw,,59680162B89388744582495,NGA,ADM2,education,DISTANCE,40000,78072,40910,16.84,241,0.1,16.84,451,0.1
Southern Ijaw,,59680162B89388744582495,NGA,ADM2,education,DISTANCE,45000,78520,41144,16.94,234,0.1,16.94,448,0.1
Southern Ijaw,,59680162B89388744582495,NGA,ADM2,education,DISTANCE,50000,78723,41250,16.98,106,0.04,16.98,203,0.04
Kagarko,,59680162B89404589930000,NGA,ADM2,education,DISTANCE,5000,26738,16229,8.12,16229,8.12,8.09,26738,8.09
Kagarko,,59680162B89404589930000,NGA,ADM2,education,DISTANCE,10000,54033,32828,16.42,16599,8.3,16.36,27295,8.26
Kagarko,,59680162B89404589930000,NGA,ADM2,education,DISTANCE,15000,82582,50134,25.07,17306,8.65,25.0,28549,8.64
Kagarko,,59680162B89404589930000,NGA,ADM2,education,DISTANCE,20000,120602,73177,36.59,23043,11.52,36.51,38020,11.51
Kagarko,,59680162B89404589930000,NGA,ADM2,education,DISTANCE,25000,162597,98625,49.32,25448,12.73,49.23,41995,12.71
Kagarko,,59680162B89404589930000,NGA,ADM2,education,DISTANCE,30000,199029,120695,60.35,22070,11.04,60.25,36432,11.03
Kagarko,,59680162B89404589930000,NGA,ADM2,education,DISTANCE,35000,234729,142305,71.16,21610,10.81,71.06,35700,10.81
Kagarko,,59680162B89404589930000,NGA,ADM2,education,DISTANCE,40000,257719,156205,78.11,13900,6.95,78.02,22990,6.96
Kagarko,,59680162B89404589930000,NGA,ADM2,education,DISTANCE,45000,260426,157842,78.93,1637,0.82,78.84,2707,0.82
Kagarko,,59680162B89404589930000,NGA,ADM2,education,DISTANCE,50000,273802,165938,82.98,8096,4.05,82.89,13376,4.05
Idah,,59680162B89596725903657,NGA,ADM2,education,DISTANCE,25000,462,267,0.24,267,0.24,0.24,462,0.24
Idah,,59680162B89596725903657,NGA,ADM2,education,DISTANCE,30000,7633,4456,3.95,4189,3.71,3.94,7171,3.7
Idah,,59680162B89596725903657,NGA,ADM2,education,DISTANCE,35000,77182,44818,39.71,40362,35.76,39.83,69549,35.89
Idah,,59680162B89596725903657,NGA,ADM2,education,DISTANCE,40000,117778,68390,60.59,23572,20.88,60.78,40596,20.95
Idah,,59680162B89596725903657,NGA,ADM2,education,DISTANCE,45000,119202,69214,61.32,824,0.73,61.51,1424,0.73
Idah,,59680162B89596725903657,NGA,ADM2,education,DISTANCE,50000,119811,69568,61.63,354,0.31,61.82,609,0.31
Esan West,,59680162B89634889188856,NGA,ADM2,education,DISTANCE,15000,12143,6235,6.23,6235,6.23,5.78,12143,5.78
Esan West,,59680162B89634889188856,NGA,ADM2,education,DISTANCE,20000,71898,34332,34.33,28097,28.09,34.23,59755,28.45
Esan West,,59680162B89634889188856,NGA,ADM2,education,DISTANCE,25000,153504,72549,72.54,38217,38.21,73.08,81606,38.85
Esan West,,59680162B89634889188856,NGA,ADM2,education,DISTANCE,30000,170701,80742,80.73,8193,8.19,81.27,17197,8.19
Esan West,,59680162B89634889188856,NGA,ADM2,education,DISTANCE,35000,195231,92825,92.81,12083,12.08,92.94,24530,11.68
Esan West,,59680162B89634889188856,NGA,ADM2,education,DISTANCE,40000,200552,95324,95.31,2499,2.5,95.48,5321,2.53
Esan West,,59680162B89634889188856,NGA,ADM2,education,DISTANCE,45000,202808,96422,96.41,1098,1.1,96.55,2256,1.07
Esan West,,59680162B89634889188856,NGA,ADM2,education,DISTANCE,50000,203385,96716,96.7,294,0.29,96.83,577,0.27
Ibeju Lekki,,59680162B89638160160445,NGA,ADM2,education,DISTANCE,5000,45862,23053,27.34,23053,27.34,27.35,45862,27.35
Ibeju Lekki,,59680162B89638160160445,NGA,ADM2,education,DISTANCE,10000,86752,43609,51.73,20556,24.38,51.74,40890,24.39
Ibeju Lekki,,59680162B89638160160445,NGA,ADM2,education,DISTANCE,15000,121081,60865,72.2,17256,20.47,72.21,34329,20.47
Ibeju Lekki,,59680162B89638160160445,NGA,ADM2,education,DISTANCE,20000,128162,64424,76.42,3559,4.22,76.44,7081,4.22
Ibeju Lekki,,59680162B89638160160445,NGA,ADM2,education,DISTANCE,25000,133287,67000,79.47,2576,3.06,79.49,5125,3.06
Ibeju Lekki,,59680162B89638160160445,NGA,ADM2,education,DISTANCE,30000,137177,68955,81.79,1955,2.32,81.81,3890,2.32
Ibeju Lekki,,59680162B89638160160445,NGA,ADM2,education,DISTANCE,35000,142995,71879,85.26,2924,3.47,85.28,5818,3.47
Ibeju Lekki,,59680162B89638160160445,NGA,ADM2,education,DISTANCE,40000,147553,74173,87.98,2294,2.72,88.0,4558,2.72
Ibeju Lekki,,59680162B89638160160445,NGA,ADM2,education,DISTANCE,45000,153365,77098,91.45,2925,3.47,91.47,5812,3.47
Ibeju Lekki,,59680162B89638160160445,NGA,ADM2,education,DISTANCE,50000,154350,77593,92.04,495,0.59,92.05,985,0.59
Jos East,,59680162B89640587380951,NGA,ADM2,education,DISTANCE,5000,164,96,0.17,96,0.17,0.17,164,0.17
Jos East,,59680162B89640587380951,NGA,ADM2,education,DISTANCE,10000,6914,4056,7.15,3960,6.98,7.21,6750,7.04
Jos East,,59680162B89640587380951,NGA,ADM2,education,DISTANCE,15000,16574,9727,17.15,5671,10.0,17.29,9660,10.08
Jos East,,59680162B89640587380951,NGA,ADM2,education,DISTANCE,20000,24645,14493,25.55,4766,8.4,25.71,8071,8.42
Jos East,,59680162B89640587380951,NGA,ADM2,education,DISTANCE,25000,41020,24109,42.5,9616,16.95,42.79,16375,17.08
Jos East,,59680162B89640587380951,NGA,ADM2,education,DISTANCE,30000,47601,28059,49.46,3950,6.96,49.66,6581,6.87
Jos East,,59680162B89640587380951,NGA,ADM2,education,DISTANCE,35000,50362,29756,52.45,1697,2.99,52.54,2761,2.88
Jos East,,59680162B89640587380951,NGA,ADM2,education,DISTANCE,40000,61744,36473,64.29,6717,11.84,64.41,11382,11.87
Jos East,,59680162B89640587380951,NGA,ADM2,education,DISTANCE,45000,61908,36572,64.47,99,0.17,64.58,164,0.17
Jos East,,59680162B89640587380951,NGA,ADM2,education,DISTANCE,50000,61987,36620,64.55,48,0.08,64.66,79,0.08
Silame,,59680162B89701706643364,NGA,ADM2,education,DISTANCE,25000,98,56,0.05,56,0.05,0.06,98,0.06
Silame,,59680162B89701706643364,NGA,ADM2,education,DISTANCE,30000,8287,5051,4.93,4995,4.88,4.94,8189,4.89
Silame,,59680162B89701706643364,NGA,ADM2,education,DISTANCE,35000,13559,8269,8.08,3218,3.14,8.09,5272,3.14
Silame,,59680162B89701706643364,NGA,ADM2,education,DISTANCE,40000,16158,9863,9.63,1594,1.56,9.64,2599,1.55
Silame,,59680162B89701706643364,NGA,ADM2,education,DISTANCE,45000,41294,25232,24.65,15369,15.01,24.63,25136,14.99
Silame,,59680162B89701706643364,NGA,ADM2,education,DISTANCE,50000,67017,40945,40.0,15713,15.35,39.98,25723,15.34
Ganjuwa,,59680162B89766877463651,NGA,ADM2,education,DISTANCE,5000,0,0,0.0,0,0.0,0.0,0,0.0
Ganjuwa,,59680162B89766877463651,NGA,ADM2,education,DISTANCE,10000,2621,1597,0.59,1597,0.59,0.6,2621,0.6
Ganjuwa,,59680162B89766877463651,NGA,ADM2,education,DISTANCE,15000,5282,3250,1.19,1653,0.61,1.21,2661,0.61
Ganjuwa,,59680162B89766877463651,NGA,ADM2,education,DISTANCE,20000,8845,5446,2.0,2196,0.8,2.03,3563,0.82
Ganjuwa,,59680162B89766877463651,NGA,ADM2,education,DISTANCE,25000,12046,7436,2.73,1990,0.73,2.76,3201,0.73
Ganjuwa,,59680162B89766877463651,NGA,ADM2,education,DISTANCE,30000,16776,10398,3.81,2962,1.09,3.85,4730,1.08
Ganjuwa,,59680162B89766877463651,NGA,ADM2,education,DISTANCE,35000,20778,12902,4.73,2504,0.92,4.76,4002,0.92
Ganjuwa,,59680162B89766877463651,NGA,ADM2,education,DISTANCE,40000,28370,17651,6.47,4749,1.74,6.5,7592,1.74
Ganjuwa,,59680162B89766877463651,NGA,ADM2,education,DISTANCE,45000,45408,28318,10.38,10667,3.91,10.41,17038,3.91
Ganjuwa,,59680162B89766877463651,NGA,ADM2,education,DISTANCE,50000,62006,38716,14.19,10398,3.81,14.21,16598,3.8
Sokoto South,,59680162B89921626898623,NGA,ADM2,education,DISTANCE,5000,100165,60407,26.49,60407,26.49,26.17,100165,26.17
